2026-03-13 14:32:48 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Configured repo-local caches: {'HF_HOME': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache', 'HUGGINGFACE_HUB_CACHE': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache/hub', 'TRANSFORMERS_CACHE': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache/transformers', 'PIP_CACHE_DIR': '/nfs_tmp/Compression_team/src/WaterSIC/.cache/pip'}
2026-03-13 15:53:38 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.4
2026-03-13 15:53:40 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.4
2026-03-13 15:53:42 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.4
2026-03-13 15:53:45 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.4
2026-03-13 15:53:47 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.4
2026-03-13 15:53:49 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.4
2026-03-13 15:54:26 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.4.self_attn.q_proj with target 3.0305 and achieved 2.8949 (relMSE=6.997059e-02, ref_delta=7.827972e-01)
2026-03-13 15:54:51 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.4.self_attn.k_proj with target 3.0312 and achieved 2.6762 (relMSE=9.454541e-02, ref_delta=7.827972e-01)
2026-03-13 15:55:15 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.4.self_attn.v_proj with target 3.0318 and achieved 2.7291 (relMSE=7.900006e-02, ref_delta=7.827972e-01)
2026-03-13 15:55:15 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 4 stage ['o_proj']
2026-03-13 15:55:16 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.4
2026-03-13 15:55:16 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.4
2026-03-13 15:55:17 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.4
2026-03-13 15:55:17 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.4
2026-03-13 15:55:18 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.4
2026-03-13 15:55:19 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.4
2026-03-13 15:55:19 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.4
2026-03-13 15:55:20 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.4
2026-03-13 15:55:57 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.4.self_attn.o_proj with target 3.0322 and achieved 2.8999 (relMSE=4.097892e-01, ref_delta=1.604972e-01)
2026-03-13 15:55:57 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 4 stage ['gate_proj', 'up_proj']
2026-03-13 15:55:57 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.4
2026-03-13 15:55:58 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.4
2026-03-13 15:55:59 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.4
2026-03-13 15:55:59 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.4
2026-03-13 15:56:00 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.4
2026-03-13 15:56:01 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.4
2026-03-13 15:56:01 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.4
2026-03-13 15:56:02 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.4
2026-03-13 15:58:45 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.4.mlp.gate_proj with target 3.0330 and achieved 2.9494 (relMSE=5.480167e-02, ref_delta=2.888029e-01)
2026-03-13 16:01:34 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.4.mlp.up_proj with target 3.0350 and achieved 2.9356 (relMSE=5.404821e-02, ref_delta=2.888029e-01)
2026-03-13 16:01:34 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 4 stage ['down_proj']
2026-03-13 16:01:36 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.4
2026-03-13 16:01:37 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.4
2026-03-13 16:01:39 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.4
2026-03-13 16:01:41 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.4
2026-03-13 16:01:43 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.4
2026-03-13 16:01:45 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.4
2026-03-13 16:01:47 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.4
2026-03-13 16:01:49 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.4
2026-03-13 16:13:40 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.4.mlp.down_proj with target 3.0374 and achieved 2.9474 (relMSE=3.235650e-01, ref_delta=4.651351e-02)
2026-03-13 16:13:40 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Completed layer 4 in 1207.77s
2026-03-13 16:13:40 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 5 stage ['q_proj', 'k_proj', 'v_proj']
2026-03-13 16:13:42 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.5
2026-03-13 16:13:44 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.5
2026-03-13 16:13:46 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.5
2026-03-13 16:13:48 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.5
2026-03-13 16:13:50 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.5
2026-03-13 16:13:52 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.5
2026-03-13 16:13:54 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.5
2026-03-13 16:13:56 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.5
2026-03-13 16:14:32 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.5.self_attn.q_proj with target 3.0396 and achieved 2.9410 (relMSE=7.750715e-02, ref_delta=1.157633e+00)
2026-03-13 16:14:57 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.5.self_attn.k_proj with target 3.0403 and achieved 2.6073 (relMSE=1.238352e-01, ref_delta=1.157633e+00)
2026-03-13 16:15:21 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.5.self_attn.v_proj with target 3.0410 and achieved 2.6599 (relMSE=1.007281e-01, ref_delta=1.157633e+00)
2026-03-13 16:15:21 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 5 stage ['o_proj']
2026-03-13 16:15:21 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.5
2026-03-13 16:15:22 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.5
2026-03-13 16:15:22 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.5
2026-03-13 16:15:23 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.5
2026-03-13 16:15:23 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.5
2026-03-13 16:15:24 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.5
2026-03-13 16:15:25 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.5
2026-03-13 16:15:25 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.5
2026-03-13 16:16:02 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.5.self_attn.o_proj with target 3.0416 and achieved 2.8976 (relMSE=3.497119e-01, ref_delta=2.012351e-01)
2026-03-13 16:16:02 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 5 stage ['gate_proj', 'up_proj']
2026-03-13 16:16:03 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.5
2026-03-13 16:16:03 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.5
2026-03-13 16:16:04 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.5
2026-03-13 16:16:05 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.5
2026-03-13 16:16:05 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.5
2026-03-13 16:16:06 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.5
2026-03-13 16:16:07 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.5
2026-03-13 16:16:07 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.5
2026-03-13 16:18:57 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.5.mlp.gate_proj with target 3.0425 and achieved 2.9594 (relMSE=5.788235e-02, ref_delta=3.315962e-01)
2026-03-13 16:21:46 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.5.mlp.up_proj with target 3.0446 and achieved 2.9560 (relMSE=5.647669e-02, ref_delta=3.315962e-01)
2026-03-13 16:21:46 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 5 stage ['down_proj']
2026-03-13 16:21:48 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.5
2026-03-13 16:21:50 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.5
2026-03-13 16:21:52 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.5
2026-03-13 16:21:54 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.5
2026-03-13 16:21:56 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.5
2026-03-13 16:21:58 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.5
2026-03-13 16:22:00 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.5
2026-03-13 16:22:02 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.5
2026-03-13 16:33:33 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.5.mlp.down_proj with target 3.0470 and achieved 2.9603 (relMSE=3.160102e-01, ref_delta=5.113759e-02)
2026-03-13 16:33:33 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Completed layer 5 in 1193.92s
2026-03-13 16:33:33 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 6 stage ['q_proj', 'k_proj', 'v_proj']
2026-03-13 16:33:36 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.6
2026-03-13 16:33:38 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.6
2026-03-13 16:33:40 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.6
2026-03-13 16:33:42 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.6
2026-03-13 16:33:44 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.6
2026-03-13 16:33:46 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.6
2026-03-13 16:33:48 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.6
2026-03-13 16:33:50 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.6
2026-03-13 16:34:29 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.6.self_attn.q_proj with target 3.0494 and achieved 2.9367 (relMSE=7.585004e-02, ref_delta=1.082722e+00)
2026-03-13 16:34:54 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.6.self_attn.k_proj with target 3.0502 and achieved 2.6106 (relMSE=1.038045e-01, ref_delta=1.082722e+00)
2026-03-13 16:35:18 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.6.self_attn.v_proj with target 3.0510 and achieved 2.6791 (relMSE=9.189639e-02, ref_delta=1.082722e+00)
2026-03-13 16:35:18 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 6 stage ['o_proj']
2026-03-13 16:35:19 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.6
2026-03-13 16:35:19 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.6
2026-03-13 16:35:20 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.6
2026-03-13 16:35:21 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.6
2026-03-13 16:35:21 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.6
2026-03-13 16:35:22 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.6
2026-03-13 16:35:23 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.6
2026-03-13 16:35:23 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.6
2026-03-13 16:36:01 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.6.self_attn.o_proj with target 3.0516 and achieved 2.9102 (relMSE=2.163243e-01, ref_delta=3.287018e-01)
2026-03-13 16:36:01 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 6 stage ['gate_proj', 'up_proj']
2026-03-13 16:36:02 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.6
2026-03-13 16:36:03 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.6
2026-03-13 16:36:04 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.6
2026-03-13 16:36:04 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.6
2026-03-13 16:36:05 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.6
2026-03-13 16:36:06 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.6
2026-03-13 16:36:06 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.6
2026-03-13 16:36:07 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.6
2026-03-13 16:38:56 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.6.mlp.gate_proj with target 3.0526 and achieved 2.9463 (relMSE=5.814480e-02, ref_delta=3.737162e-01)
2026-03-13 16:41:59 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.6.mlp.up_proj with target 3.0557 and achieved 2.9715 (relMSE=5.593716e-02, ref_delta=3.737162e-01)
2026-03-13 16:41:59 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 6 stage ['down_proj']
2026-03-13 16:42:01 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.6
2026-03-13 16:42:03 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.6
2026-03-13 16:42:05 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.6
2026-03-13 16:42:07 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.6
2026-03-13 16:42:09 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.6
2026-03-13 16:42:10 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.6
2026-03-13 16:42:12 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.6
2026-03-13 16:42:14 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.6
2026-03-13 16:53:25 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.6.mlp.down_proj with target 3.0582 and achieved 2.9708 (relMSE=3.363563e-01, ref_delta=5.225238e-02)
2026-03-13 16:53:25 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Completed layer 6 in 1191.45s
2026-03-13 16:53:25 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 7 stage ['q_proj', 'k_proj', 'v_proj']
2026-03-13 16:53:27 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.7
2026-03-13 16:53:29 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.7
2026-03-13 16:53:31 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.7
2026-03-13 16:53:33 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.7
2026-03-13 16:53:35 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.7
2026-03-13 16:53:37 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.7
2026-03-13 16:53:39 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.7
2026-03-13 16:53:41 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.7
2026-03-13 16:54:19 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.7.self_attn.q_proj with target 3.0609 and achieved 2.9549 (relMSE=8.140366e-02, ref_delta=1.262966e+00)
2026-03-13 16:54:42 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.7.self_attn.k_proj with target 3.0617 and achieved 2.7324 (relMSE=9.876384e-02, ref_delta=1.262966e+00)
2026-03-13 16:55:07 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.7.self_attn.v_proj with target 3.0623 and achieved 2.6856 (relMSE=9.826177e-02, ref_delta=1.262966e+00)
2026-03-13 16:55:07 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 7 stage ['o_proj']
2026-03-13 16:55:07 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.7
2026-03-13 16:55:08 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.7
2026-03-13 16:55:09 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.7
2026-03-13 16:55:09 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.7
2026-03-13 16:55:10 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.7
2026-03-13 16:55:10 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.7
2026-03-13 16:55:11 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.7
2026-03-13 16:55:11 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.7
2026-03-13 16:55:48 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.7.self_attn.o_proj with target 3.0630 and achieved 2.9233 (relMSE=3.563228e-01, ref_delta=2.681972e-01)
2026-03-13 16:55:48 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 7 stage ['gate_proj', 'up_proj']
2026-03-13 16:55:49 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.7
2026-03-13 16:55:49 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.7
2026-03-13 16:55:50 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.7
2026-03-13 16:55:51 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.7
2026-03-13 16:55:51 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.7
2026-03-13 16:55:52 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.7
2026-03-13 16:55:52 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.7
2026-03-13 16:55:53 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.7
2026-03-13 16:58:54 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.7.mlp.gate_proj with target 3.0641 and achieved 2.9719 (relMSE=5.593391e-02, ref_delta=3.237058e-01)
2026-03-13 17:01:56 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.7.mlp.up_proj with target 3.0671 and achieved 2.9718 (relMSE=5.626697e-02, ref_delta=3.237058e-01)
2026-03-13 17:01:56 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 7 stage ['down_proj']
2026-03-13 17:01:58 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.7
2026-03-13 17:02:00 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.7
2026-03-13 17:02:02 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.7
2026-03-13 17:02:04 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.7
2026-03-13 17:02:06 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.7
2026-03-13 17:02:08 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.7
2026-03-13 17:02:10 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.7
2026-03-13 17:02:12 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.7
2026-03-13 17:13:28 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.7.mlp.down_proj with target 3.0703 and achieved 2.9813 (relMSE=3.149928e-01, ref_delta=5.375499e-02)
2026-03-13 17:13:28 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Completed layer 7 in 1203.36s
2026-03-13 17:13:28 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 8 stage ['q_proj', 'k_proj', 'v_proj']
2026-03-13 17:13:30 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.8
2026-03-13 17:13:32 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.8
2026-03-13 17:13:35 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.8
2026-03-13 17:13:37 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.8
2026-03-13 17:13:39 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.8
2026-03-13 17:13:41 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.8
2026-03-13 17:13:43 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.8
2026-03-13 17:13:45 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.8
2026-03-13 17:14:23 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.8.self_attn.q_proj with target 3.0734 and achieved 2.8911 (relMSE=7.476928e-02, ref_delta=1.451960e+00)
2026-03-13 17:14:47 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.8.self_attn.k_proj with target 3.0749 and achieved 2.7884 (relMSE=8.614663e-02, ref_delta=1.451960e+00)
2026-03-13 17:15:11 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.8.self_attn.v_proj with target 3.0756 and achieved 2.7291 (relMSE=8.565044e-02, ref_delta=1.451960e+00)
